,title,description,title_label,description_label
10,먹는 치료제 활용 확대 유행 정점 지나나 , 코로나  확진자가 급증하자 정부는 먹는 치료제의 활용을 확대하기로 했습니다  신규 확진자가 이틀째   기자  정부가 다음 달 말까지  코로나  먹는 치료제  만 명분을 도입하겠다고 밝혔습니다   코로나  ,1,0
11,성남시  화장장 가동 확대 하루  건    건,경기도 성남시는  코로나  확산에 따른 사망자 증가로 내일 일 부터 장례문화사업소 운영을 확대합니다  성남시는 화장로  기의 가동을  회에서  회로 늘리고 가동 마감시간을  시간 연장해 하루  건이던 화장  ,0,0
12,동대문구  직원  명 사랑의 헌혈 동참,동대문구가  일  코로나  장기화로 인한 혈액 수급 위기를 극복하고자 구청  층 아트갤러리에서  명의 직원이 단체헌혈  실시했다  사진 동대문구 제공  동대문구가  코로나  장기화로 인한 혈액 수급 위기를  ,1,0
13,  시진핑 주석    당선인 신분 최초로 전화통화 사드이야기 했나 ,이날 통화에서 시 주석은  코로나  국면에서  년 이상 외국 방문을 하지 않고 있고 중국의 엄격한 방역으로 외빈들의 방중도 제한되는 상황이지만  한중 정상회담의 조기 개최가 필요하다 고 공감을 보인 것으로 알려졌다  ,0,0
14,시흥이마트 폐점 반대 시민 시장 공동선언 발표,시화이마트는 시흥시의 향토기업인 성담이 신세계이마트와 프랜차이즈 계약맺고 운영해왔지만 최근  코로나  사태 이후 경영악화를 이유로 폐점 절차를 밟고 있습니다  시흥시의 유일한 이마트인 시화이마트 폐점이 오는  ,0,0
15,중앙대광명병원  환자들과 소통 문 활짝 인술  다짐, 코로나 로 소규모로 진행된 이번 행사에서는 주요 보직자가 환자에게 소정의 기념 선물을 전달하며 감사와 쾌유를 기원했다  항암치료를 위해 입원한 환자는  진료와 항암치료  입원기간에 의료진의 신속하고 섬세한  ,0,0
16, 코로나  확진자 눈 질환   결막염  가장 많아,오미크론 변이  오미크론 스텔스 변이  등으로 국내  코로나  대유행이 지속되는 가운데 확진 증상  결과   코로나  환자 중  명 에게서 안구 관련 증상이 생겼다  대표적인 안구 증상은  안구 건조 이물감  ,1,0
17, 코로나  오후  시까지  만 명 확진,신종 코로나 바이러스 감염자 수가  일  시 기준  만 명으로 집계됐다  서울시 등 각 지방자치단체에 따르면 이날 오후  시 기준 신규 확진자는 수도권에서  만 명  비수도권에서  ,0,0
18,음성군   코로나  음성 번 번 확진자 발생,충북 음성군은 관내  코로나  음성 번 확진자가  월  일에 발생 했다고 밝혔다   번 확진자는 음성군보건소 선별진료소 및 관내 호흡기 진료지정 의료기관에서  과 전문가용 신속항원검사 후  ,1,0
19, 정치톡톡  부정평가  위  비협조     여의도로 돌아오겠다    물러선 박범계 ,보훈처는 앞서 지난해 같은 행사 때도 선거운동 기간 정치인의 부대 방문 제한 지침과  코로나 를 이유로 야당 국회 국방위원들의 참석을 거부했다가 허용으로 급히 선회한 바 있습니다    질문     민주당 박지현  ,1,0
20, 인디인벤       올해는 다시 오프라인 중심의 행사로 ,서태건 조직위원장은 이에 대해  많은 개발자와 참가자분들이  코로나  사태 이전  가장 성공적인 행사였던  다만  아직  코로나 가 종식되지 않은 만큼  온라인 행사 역시 함께 진행될 예정이다      오프라인  ,0,1
21,확진 임산부  시간 넘게 병원 찾다 구급차서 출산, 코로나  확진판정을 받은 임신부가 구급차에서 남자아이를 출산했습니다  어제 오후  시 반쯤 인천시 서구 청라동에서 확진 판정을 받은  살 임신부   씨가 진통을 호소한다는 신고가  에 접수됐습니다  출동한  ,0,0
22,인천 서구 서로 음 사용  조원 달성 경품 이벤트,이어  코로나 로 모두가 힘든 시기에 구민들이 이번 이벤트로 작은 위로가 되길 바란다 며  앞으로도  공동체화폐 로 거듭나고 있는 서로 음에 많은 관심과 사랑을 부탁드린다 고 강조했다 ,0,1
23,부산 영도구  매장 내  회용품 용기 사용 단속 월  일부터, 코로나  확산으로 한시적으로 유예되었던  회용품 사용규제가 다시 시행되면서 다음 달부터 식품접객업소  영도구 관계자는  생활패턴의 변화 및  코로나  등의 영향으로  회용품 사용량이 급증하고 생활폐기물도  ,1,1
24, 코로나  신규확진  오후  시까지  만  명 종합 , 일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 발생했다  각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진 판정을 받은 사람은  만 명으로 집계됐다  ,0,0
25,삼중고 신음하는 홍콩  용에서 이무기로 전락 가능성, 코로나 와 이민  외국 기업들 홍콩 엑소더스로 고민 한때 아시아의 용으로 불린 홍콩이 이무기로 전락할  우선 신종  코로나 바이러스 감염증 코로나 의 창궐로 완전 도시가 초토화됐다는 사실을 꼽을 수 있다  시민  ,0,0
26, 신문다운 모습 보이겠다  경남신문 남길우 회장 유임,남길우 회장은  코로나 를 이겨내고 경남 최고 신문다운 모습을 보이겠다는 약속을 드린다 며  경영 목표인  보고 싶은 신문  찾고 싶은 신문 으로 거듭나도록 최선의 노력을 다하겠다 고 말했다 ,0,1
27,오후  시 기준  만 명 확진 전날보다  만 명 적어, 일 오후  시까지 전국에서  만 명이 넘는  코로나  확진자가 발생했다     일 오전 서울 중구 서울역 임시선별검사소에서 시민들이 검사를 받기 위해 줄서 기다리고 있다   뉴시스  방역당국과  ,0,0
28,  모기지 금리   넘어섰는데도  집값 상승 전망  이유는 ,신종  코로나  바이러스 코로나  팬데믹 이후 미국의 집값이 급등했음에도 역사적인 수준의 저금리가 이에 따른 충격을 어느 정도 흡수했는데  금리가 팬데믹 이전 수준으로 돌아오면 구매자들이 주택 가격 급등에  ,0,0
29,    서울뉴스  성동구 올해 첫 추경  억 코로나  대응에 방점,우선  코로나  대응에  억 천 만 원을 편성했습니다  세부적으로는  코로나  확진 격리자에게 지원되는 생활비지원에  억 천 만 원  임시예방접종 사업에  억 천만 원이 투입됩니다   코로나  확산에 따른 정부  ,0,0
30, 일부터 자가검사키트 개수 제한 없이 구매 가능, 코로나  자가검사키트   자료 뉴시스 오는  일부터  코로나  자가검사키트의  인당  개 구매 제한이 풀려 수량 제한 없이 살 수 있게 된다  자가검사키트 제조업체의 소포장 생산도 허용된다 식품의약품안전처는  ,0,1
31,한국관세사회 영문명칭  로 변경,이날 총회는 코로나  상황을 감안해 서면으로 개최되는 등 이번 총회를 포함해  년 연속 서면총회 개최라는 진기록을 세우게 됐다  총회에선 본회 이사회에서 상정한 회칙개정안에 대해  천 명의 참석  ,1,1
32,대선주조  중증장애인 부부 위한 합동결혼식 후원,관계자는  코로나 로 어려운 상황임에도 대선주조는 꾸준히 후원을 이어오며 지역 장애인들의 복지와 권익향상에 큰 도움을 주고 있다 고 말했다  조우현 대선주조 대표는  봄바람에 살랑이는 꽃처럼 신랑  ,1,1
33,유럽의약품청     코로나  항체치료제 이부실드 승인 권고,이율 특파원   유럽의약품청 은  일 현지시간  아스트라제네카의 항체 기반 신종  코로나 바이러스 감염증 코로나  치료제 이부실드의 조건부 판매 승인을 권고했다고 프랑크푸르터알게마이네차이퉁 이  일  ,0,0
34,벤투호  조규성  코로나  확진으로 중도 하차 이동준  대체 합류,벤투호가  코로나 로 인해 로스터에 변화가 있다   파울루 벤투 감독이 이끄는 대한민국 축구대표팀은  대한축구협회 는  공격수 조규성이  코로나  확진으로 벤투호에서 중도 하차한다 라고 밝혔다  조규성을  ,0,0
35, 기획    리뷰 하는 너  뭐 쓰는데    마우스 편, 코로나  여파와 바쁜 실무로 인해 일 얘기가 아니면 잘 안 하던  가장 가까운 포지션에서 제일 오랜 시간을 함께 보낸 직장 동료와 오랜만에 마우스 얘기로 꽃을 피워봤다  요즘 잘나가는 총 게임 뭐냐고  마우스는 뭐  ,0,0
36, 회사대표가 미감염자에게만 매달 상여금을 지급한다고 합니다 , 코로나 바이러스 감염증 코로나  신규 확진자가  일  만  명 발생하는 등 확산세가 쉽게 가라앉지 않는 가운데  미감염자들에게만 매달 상여를 지급하겠다는 한 회사의 일화가 온라인상에서 누리꾼들의 갑론을박을  ,0,0
37,인수위  금융위에 대출규제 완화 소상공인 손실 연계 금융지원 마련 주문,인수위는 금융위에  코로나  피해 소상공인 자영업자 손실보상금 등 지원정책과 연계해 다양한 금융지원방안을 마련해달라 라고 말했다   차산업 시대 혁신성장  벤처 민간투자 확대 등에 대한 주문도 이어졌다  ,0,1
38,    서울뉴스  포토뉴스,동대문구  장안벚꽃길서 봄꽃 추억 만들기  김진중 기자  동대문구가  코로나 로 인해 올해 봄꽃 축제를 취소하는 대신  일부터 다음달  일까지 중랑천 벚꽃길에 다양한 포토존과 야간 조명 시설을 설치해  ,0,1
39,오후  시까지 전국  만여명 확진 정점서 증가세 둔화,오미크론 변이 유행이 지속하면서  일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 나왔다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  ,1,0
40,신재생에너지협회  우수기업 온라인 채용관 운영,이번 서비스는 장기화된  코로나  사태로 기존 오프라인 방식의 채용박람회 운영이 어려워진 상황에서 개별적인 홍보와 채용에 어려움을 겪고 있는 신재생에너지 우수기업의 채용 정보를 구직자에게 보다 효과적으로  ,1,0
41, 알쓸정책   코로나  대응 정책자금 보증 만기  월말까지 추가 연장,그러나  년 거치  년 분할 상환에 따라  코로나  최초 확산 시점인  년  월부터 정책금융기관에서   코로나  확산으로 피해를 입은 소상공인과 중소기업은 다음 달부터  월 말까지 원금상환이 도래하는 대출  ,1,1
42,오후  시까지 전국서  만 명 확진 어제보다  만 명 적어,가까운  코로나  확진자가 나왔다  오미크론 변이 유행이 지속된 영향으로 보인다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진 판정을 받은  ,0,0
43,김재원   이용할 생각 없다    권영진  윤석열 깐부 선택해야 발전 ,여당이었던 전임 박근혜 정부 때에도 세월호 이후에는 여당 역할을 못 해 대구가  년간 야도로 지내야 했다 며  거기다  코로나  사태까지 겪었다  시장으로서 하고 싶은 것 중 못한 게 많고  제가 시작한 사업 중 너무  ,0,0
44, 소상공인 금융지원 방안 마련 대출규제 완화도 논의, 기자  금융위원회 업무보고에선 우선  코로나  피해 소상공인 금융지원 방안이 논의됐습니다  인수위 측은 금융위에  코로나 로 피해를 입은 소상공인에 대한 손실보상금 등 지원 정책과 연계해 다양한 금융지원방안을  ,0,1
45,금천구  새봄맞이  클린데이  일제 방역소독의 날 운영,유성훈 금천구청장은  일제 방역소독의 날  클린데이  운영으로  코로나  감염병 확산을 방지하고  쾌적한 생활환경을 조성하겠다 라고 전했다  자세한 사항은 금천구 보건소 보건정책과로 문의하면 안내받을 수 있다 ,0,0
46, 정면승부  김남국  민주당 쇄신 위한 박홍근 선출  이재명 영향력과는 거리  ,그래서 아무래도 특히  코로나 로 최근 몇 년간 소상공인과 자영업자들 너무 힘드시고 우리 국민들께서 호소하시는 그런 여러 가지 민생 문제들이 있기 때문에 이런 문제들에 있어서는 야당이 여당과 협력하는 모습을 보일  ,0,1
47, 코로나  확진자  만 육박 전날 대비  만여명 적은 규모,마련된  코로나  선별진료소  사진 최태원 기자  오미크론 변이 유행이 감소 추세에 들어간 가운데에도  일 오후  시 기준 전국에서  만명에 육박하는  코로나  확진자가 발생했다  이날  시부터 오후  ,0,0
48, 뉴있저   확산세 고비 넘고 있어 사망자 증가는 우려, 코로나  신규 확진자가  만 명 수준으로 이틀째  만 명 아래로 집계됐습니다  방역당국은 오미크론 유행이 감소세로 전환됐다고 평가했는데요  현재 상황 이재갑 한림대 강남성심병원 감염내과 교수와 자세히  ,0,0
49, 방역  성공이라는데  최근  주일 하루 확진  이 세계  위,신종  코로나 바이러스 감염증 코로나  오미크론 변이 대유행이 길어지며 이른바   방역 실패론 이 제기되자 정부가 적극 반박에 나섰다  김부겸 국무총리는  일 중앙재난안전대책본부 중대본  회의에서  우리  ,1,0
50,괴물 수비수에 영혼까지 털렸다  한때  한국 킬러  이란 에이스의 초라한 뒷모 ,양 팀 모두  코로나  부상 등의 이유로 선수 선발 과정에서 어려움을 겪었다  그러나 아시아 최고 팀들의 대결인 만큼 양 팀 에이스들이 이를 악물고 나섰다  이란은 한국 킬러로 불리는 사르다르 아즈문 을 선발로  ,0,1
51,  홈구장  창원 파크  스포츠파크로 팬들과 함께 한다,심선엽   마케팅팀장은  포스트  코로나  시대를 맞아 창원 파크는  시민들이  일 찾는 스포츠 파크 라는 건립 당시 목표에 한발 더 다가가 야구팬뿐 아니라 모든 창원시민들이 가장 사랑하는 공간이 되도록  ,1,1
52,검찰  대장동  특혜 정황  법정서 공개  이재명 결재문건 포함,재판부는 이달  일 다음 공판을 진행하려 했지만  증인으로 출석할 예정이었던 이성문 화천대유 전 대표가 최근 신종  코로나 바이러스 감염증 코로나 에 확진돼 기일을 미루기로 했다  재판부는 다음 달  일 황무성 전  ,0,1
53,청주상공회의소  지식재산기반 온라인 창업교육 성료, 코로나  예방을 위해 온라인 교육으로 진행된 이번 교육에서는 지식재산권 및 창업전문가를 초빙해 기업가 정신부터 선행기술조사 실습  스타트업 마케팅 전략  사업계획서 작성법 등 창업 전반에 대한 내용으로  ,0,0
54, 개미  마리 있는 느낌 삼둥이맘  황신영  둘째 아들과  코로나  동반 확 ,둘째 아들과  코로나 에 동반 확진된 황신영이 현재 증상을 전했다   일 황신영은 자신의 인스타스토리에  앞서 황신영은 지난  일 자신의 인스타그램에  저랑 아준이 둘만  코로나  걸렸어요  다행히 삼둥이 아빠랑  ,1,1
55, 단독 실내 안치한다더니 주차장에  컨테이너 안치실 ,오늘 기준  코로나  사망자는  명입니다  정부는 감소세라고 합니다만  장례식장 부족 문제는 여전해서 사자의 존엄성이 우려됩니다  주차장에 놓인 컨테이너 안치실도 등장했습니다  백승우 기자의 단독보도입니다  ,0,0
56,삼척  일  코로나  확진자  명 번  추가 발생, 일 삼척에서  코로나  확진자  명 번 이 추가로 발생했다   대 이하  명   대  명   대  명 등 전 연령대에서 확진자가 나왔다  이들은 증상발현 또는 선행 확진자와 접촉 통보받고 검사와  ,1,0
57, 대학리그   개막전 승리  중앙대 양형석 감독  학년들이 잘 이끌어줘 ,이번 시즌은  코로나 로 선수단 몸 관리가 쉽지 않은 상황이다  양 감독은  우리는 동계 훈련 직후에  코로나 가 한번 휘몰아쳤다  다행히 중증 환자는 없었고  오히려 그게 나았던 것 같다  격리가 끝난 후에  학년들 주도로  ,0,0
58,청주상의   년 제 차 충북지역인적자원개발위원회 개최,충북지역인적자원개발위원회 이두영 공동위원장은  코로나 로 어려움을 겪고 있는 기업들이 위기를 잘 극복하고 양질의 일자리를 확보할 수 있도록 우리 지역 지원산업과 육성산업을 중심으로 선제적 지원에  ,0,1
59, 코로나  확진 임산부 병원 못 찾아 구급차서 출산, 코로나  확진 판정을 받은 임산부가  시간 넘게 산부인과를 찾다가 구급차 안에서 아이를 출산했다   일 인천소방본부에 따르면 전날 오후  시  분쯤 인천 서구 청라동 한 주택에서  코로나  확진 판정을 받은 임산부  ,0,0
60, 단독 기저질환자 백신 접종 부작용도 소급 보상한다,윤석열 당선인은 후보 시절  코로나  백신 부작용 피해자들에게 국가가 책임지겠다고 공약했습니다  인과성   리포트  대통령직인수위원회 산하  코로나  비상대응특별위원회가 기저질환자의 백신 접종 부작용도 보상하는  ,0,0
61,광주시 보건환경연구원  생태 학습프로그램 운영,단   코로나  관련 방역지침에 따라 참여 인원수 및 일정은 협의해 조정될 수 있다  김정남 보건환경연구원 동물위생시험소장은  도심권에서 볼 수 있는 다양한 야생동물을 알아보고 사람과 동물이 건강하게 공존할 수  ,0,1
62, 코로나  장기화에 어류 양식 종사자 감소, 코로나  장기화 여파로 지난해 우리나라 어류 양식 사업체와 종사자가 모두 감소한 것으로 나타났습니다 ,0,0
63,  슈글즈    진출 광주도시  기다려 ,이로써   슈글즈는 지난  일 정규리그 마지막 맞대결서  코로나 로 인한 주전들의 결장 속에 부산시설공단에  대 로 완패했던 것을  일 만에 시원하게 설욕했다   슈글즈는 오는  일 광주광역시  ,0,1
64,태양 초고해상도 사진 보니 일렁이는  코로나  신비 ,현재까지 공개된 태양 전체 디스크와  코로나  사진 중 가장 고해상도의 이미지다   는  전체 사진의 해상도는       픽셀로    보다  배 더 좋다 고 설명했다  태양 상층부  코로나 는 최대 섭씨  만도에  ,1,1
65,제시카 알바의  어니스트  프리마켓서 주가   급락,어니스트측은  전체 매출의  를 차지하는 가정용 및 웰빙 제품의 매출이  코로나  관련 수요가 줄어들면서  분기   감소했다 고 설명했다  이 회사는  년  분기 매출이 작년 동기보다   줄어들 것으로  ,0,0
66, 힘내  쏟아지는  트럼프 보도  나를 위로하는 미국인들  최현정의 웰컴  , 코로나  바이러스 창궐  빈부 격차  의회 무시 등 잡지는 트럼프 집권 기간을 아래와 같이 요약했다  미국인이라면 누구나 트럼프 대통령의  년을 이렇게 기억할 것이다  폭풍 트윗과 폭도들의 의회 난동  두 번의  ,1,1
67,  공개 안돼  톰 크루즈   미션임파서블  제작사에 소송 예고,앞서  미션 임파서블 은 당초  억달러 약  억원  제작비로 제작이 진행됐으나 신종  코로나 바이러스 감염증 코로나  팬데믹으로 수차례 제작이 지연됐다  그러면서 예산이 수천만달러 이상 초과된 것으로 전해졌다  ,0,0
68, 일매출  만원 때문에 신속항원검사 두고 의사   한의사  갈등 ,신종  코로나 바이러스 감염증 코로나  전문가용 신속항원검사  참여를 두고 대한의사협회 의협 와 대한한의사협회 한의협 이 충돌하고 있다  최근 한의사들이 이 검사를 시행하겠다고 선언하자 의사들은 국민  ,0,0
69,  남자부 포스트시즌 일정 발표 봄배구  월  일 스타트,여자부는 신종  코로나 바이러스 감염증 코로나  확산과 선수단 부상 등 이유로 엔트리  명 기준 미달 팀이 다시 나왔다  이에 따라  가 정한  코로나  메뉴얼에 따라 리그 중단일수가 초과돼 결국 시즌 조기  ,0,1
70,중부지방국세청   코로나  극복  단체 헌혈 실시,김재철 중부청장  의료현장 혈액수급 문제 조금이나마 보탬 되길  중부지방국세청 청장 김재철 이  코로나  중부지방국세청 직원들이  코로나  감염 확산에 따른 혈핵수급 문제를 해소하기 위해  일 단체 헌혈에  ,1,0
71,김재무  현직 전남도체육회장  광양시장 출마 에 우려 목소리,여기에 순천시에서 열릴 전남도민체전이 당초  월에서  코로나  확산에 따라  월로 연기되는 등 체육회 업무가 과중되고 있는 마당에 수장으로서 직책을 유지한 채 선거운동에 집중하고 있는 모습에서도 부정적 여론이  ,0,1
72, 감성과 주도성을 겸비한 미래인재를 기른다 미래교육을 이끄는 충북교육도 ,특히  요즘  코로나   로 인해 점점 커져가는 학력격차를 좁히기 위해 학생 주도성을 신장을 위한 독서교육  올해는  코로나  때문에 한달 정도 개강이 늦어져 제가 지난해 이 프로그램에 참여 했던 학생들을 만나 이야기  ,1,1
73,축구대표팀 비상  스트라이커 조규성  코로나  확진,한국 축구 대표팀에  코로나  경보가 켜졌다  스트라이커 조규성 김천 이  코로나  확진 판정을 받았다  선수단 추가 확진 가능성도 있다  대한축구협회는 조규성이  코로나  확진 판정을 받아 소집 해제했다고  일  ,0,0
74,벤투호 공격수 조규성  코로나  확진 백승호 이어  번째,한국 축구 대표팀의 스트라이커 조규성이  코로나  확진 판정을 받아 아랍에미리트  원정길에 오르지 않습니다  대한축구협회는 조규성이  코로나  확진 판정을 받아 소집 해제했다고 오늘 일  밝혔습니다  조규성  ,1,0
75,의왕시   년 동 주민과의 대화  마무리,올해는 통기타  관현악  팬플룻 등 문화공연도 함께해  년째 이어지고 있는  코로나 로 지친 시민들의 마음을 달래고 일상에 작은 위로를 선사했다  특히 고천동에서는 지난  일부터 시범운영을 시작한  ,0,1
76,권익위  이해충돌방지법 조기정착 고위공직자 청렴성 향상 ,또한 인수위 접수 국민제안의 후속조치 방안   코로나  등으로 인한 민원  만건 시대에 대한 적극적인 대응방안  국민고충처리의 실질화 방안 등에 대해서도 의견을 나눴다  인수위원들은 권익위가 효율적이고 내실있는  ,0,1
77,정부   개 비전략물자 대러 수출 통제   에너지 수급 차질 없어 ,정부는 최근 중국 내 신종  코로나 바이러스 감염증 코로나  확산세와 관련해서는  지난주 봉쇄 조치에 따른 일부 업종 현지 진출 기업 공장의 가동 차질 우려가 이번 주 들어서는 다소 완화되는 국면 이라고  ,0,0
78, 대학리그   박인웅  점    중앙대 승리로    리그 문을 열어, 코로나 라는 불가항력 변수가 있었지만 각자의 방법으로 슬기롭게 극복했다  중앙대에서는 문가온 박인웅 이주영 오수환 정성훈이 선발 출전했다  동국대는 스타팅 라인업으로 유진 이대균 김승협 박승재 이승훈이  ,1,1
79,조규성   코로나  확진 낙마 벤투호 이동준 대체 발탁  오피셜 ,공격수 조규성 김천상무 이  코로나 에 감염돼 낙마했다  대한축구협회는  일 조규성의  코로나  확진으로 이동준 헤르타 베를린 을 대체 발탁했다고 발표했다  이동준은 경기가 열리는 아랍에미리트 로 합류한다  ,0,0
80, 결사곡  측  일 결방   코로나  선제 대응   공식 , 조선 주말드라마  결혼작사 이혼작곡 극본 피비 임성한 연출 오상훈  이하  결사곡  측은  일  신종  코로나  바이러스 감염증 코로나  확산세가 최근 두드러지는 가운데 방역 당국의 지침을 철저히 준수하고  ,0,0
81,음성군   코로나  확진자  명  대규모 추가 발생, 코로나  검사   뉴스티앤티   음성군 군수 조병옥 은  일  코로나  확진자  명 이 대규모 추가 발생했다고 밝혔다   번 확진자는 음성군보건소 선별진료소 및 관내 호흡기 진료지정  ,0,0
82,  당선인  시진핑   주석과  통화   이른 시일 내 만나자 ,문재인 대통령은 임기 중  차례 방중해 시 주석을 만났으나  시 주석의 방한은 신종  코로나 바이러스 감염증 코로나  사태 등으로 성사되지 않았다   년  월 취임 이후 시 주석이 한국 대통령 당선인과 통화한 것은  ,0,0
83,대전 세종 충남  만  명 신규 확진 명 숨져,오늘 일   시 기준 대전과 세종 충남  코로나  신규 확진자 수는  만  천  명입니다  지역별로는 대전   코로나 로 인해 추가 발생한 사망자는  명으로  대전  명  세종   명  충남  명입니다  한편 최교진  ,0,0
84,  시진핑에   국민우려 커 비핵화 한반도 안정 협력 종합 ,시 주석이  코로나  국면에서  년 이상 외국 방문을 하지 않고 있고 중국의 엄격한 방역으로 외빈들의 방중도 제한되는 상황이지만  한중 정상회담의 조기 개최 필요성에 양측이 공감한 것으로 보인다  윤 당선인은 앞으로  ,0,0
85,   페이트  유수혁   코로나  확진    온라인 참가 전망,유수혁의 컨디션 난조는 감기가 아닌  코로나 의 증상이었다  미드 라이너  페이트  유수혁이  코로나 에 확진됐다   코로나  감염으로 인해 유수혁은  코로나  가이드 라인 변경에 따라 온라인으로  과 플레이오프  ,0,1
86, 농민 사지로 내모는   결사반대 분노한 농심,앞서 정부는  코로나  방역지침을 이유로 사전에 허가한 인원만 들어오게 했다  농민단체 관계자들이   가입 당장 철회하라 는 팻말을 손에 든 채  공청회는 무효 라고 외치자 경찰 병력이 공청회장으로  ,0,0
87,강원도  차 추경  조  억 원 억여 원 증액,주요 사업으론  코로나  생활지원비  억 원  강원도 신청사 건립기금  억 원 등이 포함됐습니다  또  수도권 이전기업 보조금과  평화의길 기반 구축 등에  억 원이 편성됐습니다  이번 추경안은 다음 달  ,0,1
88,이란전 뛴 조규성  코로나  확진 두바이 출국 앞둔 축구 대표팀 비상,최전방 공격수 조규성 김천 상무 이  코로나  확진 판정을 받은 겁니다  대한축구협회는 오늘 조규성이  최근  코로나  확진 인원이 늘면서 대표팀은 지난 명단 발표 이후 총 다섯 명이 바뀌었습니다 ,0,0
89, 공식발표  조규성   코로나  확진 이동준 대체 발탁  서 합류 ,조규성 김천 이 신종  코로나 바이러스 감염증 코로나  확진 판정을 받아 한국 축구대표팀에서 하차했다  조규성을 대신해 이동준 헤르타 베를린 이 발탁됐다  대한축구협회는  일  조규성이  코로나 에 확진돼 소집  ,0,0
90,인수위  국토부 업무보고에서  주택  만호 공급 조기 구체화 ,인수위 경제 분과는 금융위원회 업무보고에서  코로나    피해 소상공인 자영업자에 대한 손실보상금 등 지원 정책과 연계해 다양한 금융지원방안을 마련해달라 고 요청했습니다  정무사법행정분과의 인사혁신처  ,0,1
91,원주시  재택치료자 생필품 지원 중단,원주시가  코로나  재택치료자에 대한 생필품 지원을 오늘 일 부터 중단합니다  이번 조치는 원주시의 재난관리기금이 다 떨어졌기 때문입니다  또  방역지침상 확진자의 동거인은 격리되지 않아 외부 출입이  ,0,0
92, 미리보기  시사기획 창   은둔형 외톨이는 무엇으로 사는가,일부는  코로나  사태 와중에 문을 닫았다     년 앞서 고민을 시작한 일본의 선택은  일본 사회는  년대 불황기부터 부각된 히키코모리 은둔형 외톨이  현상으로 몸살을 앓았다  소수가 일탈적 범죄에 관여된 것이  ,1,0
