,title,title_label,description,description_label
10,먹는 치료제 활용 확대 유행 정점 지나나 ,1, 코로나  확진자가 급증하자 정부는 먹는 치료제의 활용을 확대하기로 했습니다  신규 확진자가 이틀째   기자  정부가 다음 달 말까지  코로나  먹는 치료제  만 명분을 도입하겠다고 밝혔습니다   코로나  ,0
11,성남시  화장장 가동 확대 하루  건    건,0,경기도 성남시는  코로나  확산에 따른 사망자 증가로 내일 일 부터 장례문화사업소 운영을 확대합니다  성남시는 화장로  기의 가동을  회에서  회로 늘리고 가동 마감시간을  시간 연장해 하루  건이던 화장  ,0
12,동대문구  직원  명 사랑의 헌혈 동참,1,동대문구가  일  코로나  장기화로 인한 혈액 수급 위기를 극복하고자 구청  층 아트갤러리에서  명의 직원이 단체헌혈  실시했다  사진 동대문구 제공  동대문구가  코로나  장기화로 인한 혈액 수급 위기를  ,0
13,  시진핑 주석    당선인 신분 최초로 전화통화 사드이야기 했나 ,0,이날 통화에서 시 주석은  코로나  국면에서  년 이상 외국 방문을 하지 않고 있고 중국의 엄격한 방역으로 외빈들의 방중도 제한되는 상황이지만  한중 정상회담의 조기 개최가 필요하다 고 공감을 보인 것으로 알려졌다  ,0
14,시흥이마트 폐점 반대 시민 시장 공동선언 발표,0,시화이마트는 시흥시의 향토기업인 성담이 신세계이마트와 프랜차이즈 계약맺고 운영해왔지만 최근  코로나  사태 이후 경영악화를 이유로 폐점 절차를 밟고 있습니다  시흥시의 유일한 이마트인 시화이마트 폐점이 오는  ,0
15,중앙대광명병원  환자들과 소통 문 활짝 인술  다짐,0, 코로나 로 소규모로 진행된 이번 행사에서는 주요 보직자가 환자에게 소정의 기념 선물을 전달하며 감사와 쾌유를 기원했다  항암치료를 위해 입원한 환자는  진료와 항암치료  입원기간에 의료진의 신속하고 섬세한  ,0
16, 코로나  확진자 눈 질환   결막염  가장 많아,1,오미크론 변이  오미크론 스텔스 변이  등으로 국내  코로나  대유행이 지속되는 가운데 확진 증상  결과   코로나  환자 중  명 에게서 안구 관련 증상이 생겼다  대표적인 안구 증상은  안구 건조 이물감  ,0
17, 코로나  오후  시까지  만 명 확진,0,신종 코로나 바이러스 감염자 수가  일  시 기준  만 명으로 집계됐다  서울시 등 각 지방자치단체에 따르면 이날 오후  시 기준 신규 확진자는 수도권에서  만 명  비수도권에서  ,0
18,음성군   코로나  음성 번 번 확진자 발생,1,충북 음성군은 관내  코로나  음성 번 확진자가  월  일에 발생 했다고 밝혔다   번 확진자는 음성군보건소 선별진료소 및 관내 호흡기 진료지정 의료기관에서  과 전문가용 신속항원검사 후  ,0
19, 정치톡톡  부정평가  위  비협조     여의도로 돌아오겠다    물러선 박범계 ,1,보훈처는 앞서 지난해 같은 행사 때도 선거운동 기간 정치인의 부대 방문 제한 지침과  코로나 를 이유로 야당 국회 국방위원들의 참석을 거부했다가 허용으로 급히 선회한 바 있습니다    질문     민주당 박지현  ,0
20,확진 임산부  시간 넘게 병원 찾다 구급차서 출산,0, 코로나  확진판정을 받은 임신부가 구급차에서 남자아이를 출산했습니다  어제 오후  시 반쯤 인천시 서구 청라동에서 확진 판정을 받은  살 임신부   씨가 진통을 호소한다는 신고가  에 접수됐습니다  출동한  ,0
21, 코로나  신규확진  오후  시까지  만  명 종합 ,0, 일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 발생했다  각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진 판정을 받은 사람은  만 명으로 집계됐다  ,0
22,삼중고 신음하는 홍콩  용에서 이무기로 전락 가능성,0, 코로나 와 이민  외국 기업들 홍콩 엑소더스로 고민 한때 아시아의 용으로 불린 홍콩이 이무기로 전락할  우선 신종  코로나 바이러스 감염증 코로나 의 창궐로 완전 도시가 초토화됐다는 사실을 꼽을 수 있다  시민  ,0
23,오후  시 기준  만 명 확진 전날보다  만 명 적어,0, 일 오후  시까지 전국에서  만 명이 넘는  코로나  확진자가 발생했다     일 오전 서울 중구 서울역 임시선별검사소에서 시민들이 검사를 받기 위해 줄서 기다리고 있다   뉴시스  방역당국과  ,0
24,  모기지 금리   넘어섰는데도  집값 상승 전망  이유는 ,0,신종  코로나  바이러스 코로나  팬데믹 이후 미국의 집값이 급등했음에도 역사적인 수준의 저금리가 이에 따른 충격을 어느 정도 흡수했는데  금리가 팬데믹 이전 수준으로 돌아오면 구매자들이 주택 가격 급등에  ,0
25,    서울뉴스  성동구 올해 첫 추경  억 코로나  대응에 방점,0,우선  코로나  대응에  억 천 만 원을 편성했습니다  세부적으로는  코로나  확진 격리자에게 지원되는 생활비지원에  억 천 만 원  임시예방접종 사업에  억 천만 원이 투입됩니다   코로나  확산에 따른 정부  ,0
26,유럽의약품청     코로나  항체치료제 이부실드 승인 권고,0,이율 특파원   유럽의약품청 은  일 현지시간  아스트라제네카의 항체 기반 신종  코로나 바이러스 감염증 코로나  치료제 이부실드의 조건부 판매 승인을 권고했다고 프랑크푸르터알게마이네차이퉁 이  일  ,0
27,벤투호  조규성  코로나  확진으로 중도 하차 이동준  대체 합류,0,벤투호가  코로나 로 인해 로스터에 변화가 있다   파울루 벤투 감독이 이끄는 대한민국 축구대표팀은  대한축구협회 는  공격수 조규성이  코로나  확진으로 벤투호에서 중도 하차한다 라고 밝혔다  조규성을  ,0
28, 기획    리뷰 하는 너  뭐 쓰는데    마우스 편,0, 코로나  여파와 바쁜 실무로 인해 일 얘기가 아니면 잘 안 하던  가장 가까운 포지션에서 제일 오랜 시간을 함께 보낸 직장 동료와 오랜만에 마우스 얘기로 꽃을 피워봤다  요즘 잘나가는 총 게임 뭐냐고  마우스는 뭐  ,0
29, 회사대표가 미감염자에게만 매달 상여금을 지급한다고 합니다 ,0, 코로나 바이러스 감염증 코로나  신규 확진자가  일  만  명 발생하는 등 확산세가 쉽게 가라앉지 않는 가운데  미감염자들에게만 매달 상여를 지급하겠다는 한 회사의 일화가 온라인상에서 누리꾼들의 갑론을박을  ,0
30,오후  시까지 전국  만여명 확진 정점서 증가세 둔화,1,오미크론 변이 유행이 지속하면서  일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 나왔다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  ,0
31,신재생에너지협회  우수기업 온라인 채용관 운영,1,이번 서비스는 장기화된  코로나  사태로 기존 오프라인 방식의 채용박람회 운영이 어려워진 상황에서 개별적인 홍보와 채용에 어려움을 겪고 있는 신재생에너지 우수기업의 채용 정보를 구직자에게 보다 효과적으로  ,0
32,오후  시까지 전국서  만 명 확진 어제보다  만 명 적어,0,가까운  코로나  확진자가 나왔다  오미크론 변이 유행이 지속된 영향으로 보인다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진 판정을 받은  ,0
33,김재원   이용할 생각 없다    권영진  윤석열 깐부 선택해야 발전 ,0,여당이었던 전임 박근혜 정부 때에도 세월호 이후에는 여당 역할을 못 해 대구가  년간 야도로 지내야 했다 며  거기다  코로나  사태까지 겪었다  시장으로서 하고 싶은 것 중 못한 게 많고  제가 시작한 사업 중 너무  ,0
34,금천구  새봄맞이  클린데이  일제 방역소독의 날 운영,0,유성훈 금천구청장은  일제 방역소독의 날  클린데이  운영으로  코로나  감염병 확산을 방지하고  쾌적한 생활환경을 조성하겠다 라고 전했다  자세한 사항은 금천구 보건소 보건정책과로 문의하면 안내받을 수 있다 ,0
35, 코로나  확진자  만 육박 전날 대비  만여명 적은 규모,0,마련된  코로나  선별진료소  사진 최태원 기자  오미크론 변이 유행이 감소 추세에 들어간 가운데에도  일 오후  시 기준 전국에서  만명에 육박하는  코로나  확진자가 발생했다  이날  시부터 오후  ,0
36, 뉴있저   확산세 고비 넘고 있어 사망자 증가는 우려,0, 코로나  신규 확진자가  만 명 수준으로 이틀째  만 명 아래로 집계됐습니다  방역당국은 오미크론 유행이 감소세로 전환됐다고 평가했는데요  현재 상황 이재갑 한림대 강남성심병원 감염내과 교수와 자세히  ,0
37, 방역  성공이라는데  최근  주일 하루 확진  이 세계  위,1,신종  코로나 바이러스 감염증 코로나  오미크론 변이 대유행이 길어지며 이른바   방역 실패론 이 제기되자 정부가 적극 반박에 나섰다  김부겸 국무총리는  일 중앙재난안전대책본부 중대본  회의에서  우리  ,0
38,청주상공회의소  지식재산기반 온라인 창업교육 성료,0, 코로나  예방을 위해 온라인 교육으로 진행된 이번 교육에서는 지식재산권 및 창업전문가를 초빙해 기업가 정신부터 선행기술조사 실습  스타트업 마케팅 전략  사업계획서 작성법 등 창업 전반에 대한 내용으로  ,0
39, 단독 실내 안치한다더니 주차장에  컨테이너 안치실 ,0,오늘 기준  코로나  사망자는  명입니다  정부는 감소세라고 합니다만  장례식장 부족 문제는 여전해서 사자의 존엄성이 우려됩니다  주차장에 놓인 컨테이너 안치실도 등장했습니다  백승우 기자의 단독보도입니다  ,0
40,삼척  일  코로나  확진자  명 번  추가 발생,1, 일 삼척에서  코로나  확진자  명 번 이 추가로 발생했다   대 이하  명   대  명   대  명 등 전 연령대에서 확진자가 나왔다  이들은 증상발현 또는 선행 확진자와 접촉 통보받고 검사와  ,0
41, 대학리그   개막전 승리  중앙대 양형석 감독  학년들이 잘 이끌어줘 ,0,이번 시즌은  코로나 로 선수단 몸 관리가 쉽지 않은 상황이다  양 감독은  우리는 동계 훈련 직후에  코로나 가 한번 휘몰아쳤다  다행히 중증 환자는 없었고  오히려 그게 나았던 것 같다  격리가 끝난 후에  학년들 주도로  ,0
42, 코로나  확진 임산부 병원 못 찾아 구급차서 출산,0, 코로나  확진 판정을 받은 임산부가  시간 넘게 산부인과를 찾다가 구급차 안에서 아이를 출산했다   일 인천소방본부에 따르면 전날 오후  시  분쯤 인천 서구 청라동 한 주택에서  코로나  확진 판정을 받은 임산부  ,0
43, 단독 기저질환자 백신 접종 부작용도 소급 보상한다,0,윤석열 당선인은 후보 시절  코로나  백신 부작용 피해자들에게 국가가 책임지겠다고 공약했습니다  인과성   리포트  대통령직인수위원회 산하  코로나  비상대응특별위원회가 기저질환자의 백신 접종 부작용도 보상하는  ,0
44, 코로나  장기화에 어류 양식 종사자 감소,0, 코로나  장기화 여파로 지난해 우리나라 어류 양식 사업체와 종사자가 모두 감소한 것으로 나타났습니다 ,0
45,제시카 알바의  어니스트  프리마켓서 주가   급락,0,어니스트측은  전체 매출의  를 차지하는 가정용 및 웰빙 제품의 매출이  코로나  관련 수요가 줄어들면서  분기   감소했다 고 설명했다  이 회사는  년  분기 매출이 작년 동기보다   줄어들 것으로  ,0
46,  공개 안돼  톰 크루즈   미션임파서블  제작사에 소송 예고,0,앞서  미션 임파서블 은 당초  억달러 약  억원  제작비로 제작이 진행됐으나 신종  코로나 바이러스 감염증 코로나  팬데믹으로 수차례 제작이 지연됐다  그러면서 예산이 수천만달러 이상 초과된 것으로 전해졌다  ,0
47, 일매출  만원 때문에 신속항원검사 두고 의사   한의사  갈등 ,0,신종  코로나 바이러스 감염증 코로나  전문가용 신속항원검사  참여를 두고 대한의사협회 의협 와 대한한의사협회 한의협 이 충돌하고 있다  최근 한의사들이 이 검사를 시행하겠다고 선언하자 의사들은 국민  ,0
48,중부지방국세청   코로나  극복  단체 헌혈 실시,1,김재철 중부청장  의료현장 혈액수급 문제 조금이나마 보탬 되길  중부지방국세청 청장 김재철 이  코로나  중부지방국세청 직원들이  코로나  감염 확산에 따른 혈핵수급 문제를 해소하기 위해  일 단체 헌혈에  ,0
49,축구대표팀 비상  스트라이커 조규성  코로나  확진,0,한국 축구 대표팀에  코로나  경보가 켜졌다  스트라이커 조규성 김천 이  코로나  확진 판정을 받았다  선수단 추가 확진 가능성도 있다  대한축구협회는 조규성이  코로나  확진 판정을 받아 소집 해제했다고  일  ,0
50,벤투호 공격수 조규성  코로나  확진 백승호 이어  번째,1,한국 축구 대표팀의 스트라이커 조규성이  코로나  확진 판정을 받아 아랍에미리트  원정길에 오르지 않습니다  대한축구협회는 조규성이  코로나  확진 판정을 받아 소집 해제했다고 오늘 일  밝혔습니다  조규성  ,0
51,정부   개 비전략물자 대러 수출 통제   에너지 수급 차질 없어 ,0,정부는 최근 중국 내 신종  코로나 바이러스 감염증 코로나  확산세와 관련해서는  지난주 봉쇄 조치에 따른 일부 업종 현지 진출 기업 공장의 가동 차질 우려가 이번 주 들어서는 다소 완화되는 국면 이라고  ,0
52,조규성   코로나  확진 낙마 벤투호 이동준 대체 발탁  오피셜 ,0,공격수 조규성 김천상무 이  코로나 에 감염돼 낙마했다  대한축구협회는  일 조규성의  코로나  확진으로 이동준 헤르타 베를린 을 대체 발탁했다고 발표했다  이동준은 경기가 열리는 아랍에미리트 로 합류한다  ,0
53, 결사곡  측  일 결방   코로나  선제 대응   공식 ,0, 조선 주말드라마  결혼작사 이혼작곡 극본 피비 임성한 연출 오상훈  이하  결사곡  측은  일  신종  코로나  바이러스 감염증 코로나  확산세가 최근 두드러지는 가운데 방역 당국의 지침을 철저히 준수하고  ,0
54,음성군   코로나  확진자  명  대규모 추가 발생,0, 코로나  검사   뉴스티앤티   음성군 군수 조병옥 은  일  코로나  확진자  명 이 대규모 추가 발생했다고 밝혔다   번 확진자는 음성군보건소 선별진료소 및 관내 호흡기 진료지정  ,0
55,  당선인  시진핑   주석과  통화   이른 시일 내 만나자 ,0,문재인 대통령은 임기 중  차례 방중해 시 주석을 만났으나  시 주석의 방한은 신종  코로나 바이러스 감염증 코로나  사태 등으로 성사되지 않았다   년  월 취임 이후 시 주석이 한국 대통령 당선인과 통화한 것은  ,0
56,대전 세종 충남  만  명 신규 확진 명 숨져,0,오늘 일   시 기준 대전과 세종 충남  코로나  신규 확진자 수는  만  천  명입니다  지역별로는 대전   코로나 로 인해 추가 발생한 사망자는  명으로  대전  명  세종   명  충남  명입니다  한편 최교진  ,0
57,  시진핑에   국민우려 커 비핵화 한반도 안정 협력 종합 ,0,시 주석이  코로나  국면에서  년 이상 외국 방문을 하지 않고 있고 중국의 엄격한 방역으로 외빈들의 방중도 제한되는 상황이지만  한중 정상회담의 조기 개최 필요성에 양측이 공감한 것으로 보인다  윤 당선인은 앞으로  ,0
58, 농민 사지로 내모는   결사반대 분노한 농심,0,앞서 정부는  코로나  방역지침을 이유로 사전에 허가한 인원만 들어오게 했다  농민단체 관계자들이   가입 당장 철회하라 는 팻말을 손에 든 채  공청회는 무효 라고 외치자 경찰 병력이 공청회장으로  ,0
59,이란전 뛴 조규성  코로나  확진 두바이 출국 앞둔 축구 대표팀 비상,0,최전방 공격수 조규성 김천 상무 이  코로나  확진 판정을 받은 겁니다  대한축구협회는 오늘 조규성이  최근  코로나  확진 인원이 늘면서 대표팀은 지난 명단 발표 이후 총 다섯 명이 바뀌었습니다 ,0
60, 공식발표  조규성   코로나  확진 이동준 대체 발탁  서 합류 ,0,조규성 김천 이 신종  코로나 바이러스 감염증 코로나  확진 판정을 받아 한국 축구대표팀에서 하차했다  조규성을 대신해 이동준 헤르타 베를린 이 발탁됐다  대한축구협회는  일  조규성이  코로나 에 확진돼 소집  ,0
61,원주시  재택치료자 생필품 지원 중단,0,원주시가  코로나  재택치료자에 대한 생필품 지원을 오늘 일 부터 중단합니다  이번 조치는 원주시의 재난관리기금이 다 떨어졌기 때문입니다  또  방역지침상 확진자의 동거인은 격리되지 않아 외부 출입이  ,0
62, 미리보기  시사기획 창   은둔형 외톨이는 무엇으로 사는가,1,일부는  코로나  사태 와중에 문을 닫았다     년 앞서 고민을 시작한 일본의 선택은  일본 사회는  년대 불황기부터 부각된 히키코모리 은둔형 외톨이  현상으로 몸살을 앓았다  소수가 일탈적 범죄에 관여된 것이  ,0
63,휴온스 휴메딕스  정기 주주총회 개최     안건 통과,0,휴온스그룹 관계자는  휴온스와 휴메딕스 모두  코로나 로 장기화와 경기침체에도 불구하고 준비해온 성장 모멘텀들이 제 역할을 해 사상 최대 매출을 기록  실적 방어에 성공했다 며  휴온스와 휴메딕스는 올해도  ,0
64,일동제약   일동홀딩스 정기 주주총회 개최,1,특히   코로나  치료제 임상 및 상용화 추진뿐 아니라  당뇨병 치료제  비 알코올성 지방간염  치료제 등 신약 개발 과제 진행에도 역량을 집중하여 더 많은 가시적 성과를 보여드릴 방침 이라고 말했다    지주회사인  ,0
65,  독립야구단 경기도리그  일 개막,0,또 지난해  코로나 로 실시하지 못한 프로야구  군 및 대학팀과의 교류전을 확대하고  프로구단들을 초청해 트라이아웃 공개 선발 시험 도 실시할 예정이다  이날 개막식에는 이석범 경기도 문화체육관광국장  이원성  ,0
66,성남시  년 제 회 추가경정예산  억원 증액 편성,1,지원비   코로나 예방접종시행비 등  억원 규모의 국 도비 보조사업도 편성했다  성남시  년도 제 회  지역경제 활성화 및  코로나   로 어려움을 겪고 있는 시민들을 위해 노력하겠다고 말했다  성남   ,0
67, 그룹  소아암 어린이에게 생명나눔 온 택트 프로젝트  억원 전달,0, 그룹 수펙스추구협의회 이형희 위원장은  코로나  장기화로 발생한 사회문제 해결에 기여하고  사회적 가치를 창출하기 위한  사회 안전망    구축 프로젝트 의 일환으로 진행됐다  라며  소아암 어린이들의  ,0
68,성남시 화장장 하루  건 건 가동 확대,0,화장 건수 지난해보다   증가 월 일까지 가동횟수  회차로 확대운영 성남시는  코로나  확산에 따른 사망자 증가로 중원구 갈현동 화장시설 운영을 확대한다고  일 밝혔다  시에 따르면 최근 한달간 중원구  ,0
69,광주  코로나  사망자 누적  백 명  이달 발생,0,광주 지역에서 하루 평균  명 안팎의  코로나  연관 사망자가 발생하고 있습니다  광주에서는 지난  일과 어제 이틀 연속 사망자가  명씩 추가돼 누적  명으로 늘었습니다  누적 사망자 가운데  명이 이달에  ,0
70,영등포구  미취업 청년에 취업장려금  만원 지원,0, 영등포구가  코로나 의 장기화로 구직활동에 어려움을 겪는 관내 미취업 청년들에게  인당  만 원의 취업장려금을 지원한다  이를 위해  일부터 신청 접수를 시작한다고  일 구는 밝혔다  미취업 청년들의 구직을  ,0
71,광주 전남 신규 확진  만 천여 명 누적  만 명 ,0,광주와 전남에서 오늘도  만 명대  코로나  신규 확진자가 나왔습니다  광주에서는 요양병원 집단감염과 지역 내 산발적 감염이 확산하면서 오후  시까지  천 백여 명이 확진됐습니다  이에따라 누적 확진자가  만 천  ,0
72, 대학리그  동국대 이호근 감독  이대균  연습 때 보여준 것 나왔어 ,0,전국에 퍼진  코로나 로 인해 선수단 컨디션 관리가 쉽지 않은 시기다  이 감독은  선수단에서  명이  코로나 에 걸리지 않았다 외출을 줄여가면서 확산을 막아보려고 하고 있는데 쉽지는 않다  수업하고 병행을 하다  ,0
73,벤투호  조규성  코로나  확진 이동준 대체 발탁 로 곧장 합류,0,고양종합운동장      카타르 월드컵 아시아 최종예선  남자 대표팀   조  한국     조규성  사진 윤경식 조규성 김천 상무 이  코로나  확진으로 소집 해제됐다  대한축구협회 는  일  조규성이  코로나  확진  ,0
74,오후  시까지  만 명 확진 어제보다  만 명 ,0,국내 신종  코로나 바이러스 감염증 코로나  오미크론 변이 유행이 지속하면서  일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 나왔다  서울시 등 각 지방자치단체에 따르면 이날  ,0
75,오후  시까지 확진자  만 명  전날보다  만여명 적어,0, 일  시부터 오후  시까지 전국에서  코로나  확진 판정을 받은 사람이  만 명으로 집계됐다  이는 전날 같은 시간까지의 집계치인  만 명보다  만 명 적은 수치로   주 전인  일 같은  ,0
76,벤투호   경기 뛴  조규성까지 확진 나머지  인 금일까지  이상무 ,0,대한축구협회 는  일  조규성 김천상무  선수는  코로나  확진으로 소집 해제됐다  이에 이동준 헤르타  이유는  코로나  확진이었다  최초 명단 발표 후 정우영 프라이부르크  김진규 전북 현대 가  코로나  여파로 각각  ,0
77,대구 경북 어린이  코로나  백신 신청  저조 ,1,만  살에서  살 어린이를 대상으로  코로나  백신 접종예약이 시작된 가운데 신청이 저조한 것으로  방역당국은 어린이 접종은 부모가 자율적으로 판단하되 기저질환자 등  코로나  감염시 중증화 위험이 큰  ,0
78,오후  시까지 전국서  만 명 확진 어제보다  만 명 적어,0,이투데이 서지희 기자    일 오후  시까지 전국에서  만명에 가까운  코로나  확진자가 나왔다  연합뉴스는 서울시 등 각 지방자치단체를 인용해 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진  ,0
79,전북 확진자 연일 만 명 넘어 감염 재생산지수  이하,0, 코로나  신규 확진자는 어제 만  천 백여 명  오늘은 오후  시까지  천 백 여명입니다  도민의  인 백 만  천여 명이  차 백신 접종을 마쳤습니다  전북에서 연일 만 명 넘는 확진자가 나오고 있는 가운데  코로나  ,0
80, 속보  구리  코로나  확진자  명 추가  동별 현황은 ,0, 코로나  방역   코로나 검사  시사매거진  경기 구리에서  코로나  확진자가 추가 발생했다   일 시에 따르면 신규 확진자는  명이다  구리  코로나  확진자 현황  자료 구리시 제공 ,0
81,고마츠 나나 스다 마사키 부부   코로나  확진  재팬 ,0,일본 현지 매체 스포니치아넥스는  일 고마츠 나나와 스다 마사키가  코로나 에 확진 됐다고 보도했다  고마츠 나나의 소속사는  당사 소속 고마츠 나나가 신형  코로나  바이러스에 감염됐음을 보고드린다 며  일   ,0
82, 공식발표  조규성   코로나  확진으로 소집 해제 이동준 대체 발탁,0,국가대표 공격수 조규성 김천상무 이 신종  코로나 바이러스 감염증 코로나  확진으로 대표팀에서 하차한다  이동준 헤르타 베를린 이 대체 발탁되면서 벤투호에 합류한다  대한축구협회 는  일  조규성이  ,0
83,오후  시까지  만  명 확진 어제보다  만여 명 적어,0,오늘  시부터 오후  시까지  코로나  확진자는  만 천 명으로 잠정 집계됐습니다  어제 같은 시간보다 만 여 명 적습니다  국내 오미크론 유행은 정점 구간에 진입한 것으로 파악되며  최근 확진자 증가세가 둔화하고  ,0
84,대구  명 경북  명 신규 확진,0,오늘  시 기준  코로나  신규 확진자 수는 대구 만  명  경북 만  명입니다  대구는 이틀 연속으로  현재  코로나  치료중인 환자는 대구  만  천여 명  경북  만  천여 명이고 위중증 환자는 대구  명  ,0
85, 런닝맨  시청자들 귀가 번쩍일 소식 전해졌다 전소민에 관한 내용,0, 일 소속사에 따르면  코로나  확진 판정을 받은 전소민이 건강을 회복하고 활동을 재개한다  앞서 소속사인  킹콩바이스타쉽 은 전소민의  코로나  확진 소식을 지난  일 급히 알렸다  소속사는  전소민이  일  코로나  ,0
86,원희룡 인수위 기획위원장도  코로나  확진,0,주요인사들 줄줄이 감염으로 인수위 업무 차질 원희룡 인수위원회 기획위원장도  일  코로나 에 확진돼 자가격리에 들어갔다  원 위원장은 페이스북에  코로나  확진 나왔다 라며  목소리도 잘 안 나오고 컨디션도 좋지  ,0
87,구례군  국가 암 검진 홍보 및 심뇌혈관질환 예방 캠페인 실시,0, 코로나   가 대유행하는 상황에서 진행된 캠페인인 만큼 방역수칙을 준수하면서  인  조로 구성하여 피켓  홍보조끼를 착용하고 시장 내 상인 및 군민들에게 홍보물을 배부하는 등 국가 암 검진 및 심뇌혈관질환 예방  ,0
88,충북  코로나   명 확진 재택 치료  만  천여 명,0,충북에서는 오늘 오후  시 기준  코로나  확진자  명이 더 나왔습니다  이는 어제 동시간대보다  백여 명 감소한 것입니다  지역별로는 청주가  명으로 가장 많았고  충주  명  진천  명 등 모든 시  ,0
89,강원  코로나  재확산 일주일 오늘도 벌써  명 육박,1, 앵커  잠시 주춤하는 듯 했던 강원도 내  코로나  확진자 규모가 이번주 들어 다시 확산세를 보이고  강탁균 기자  강원도  코로나  상황 전해주시죠   리포트  네  강원도의 경우  지난 주말을 기점으로 하루  천 명  ,0
90, 코로나  확진자  오후  시까지  만명 육박 전날보다  만 명 감소,0,전국에서 국내 신종  코로나 바이러스 감염증 코로나  확진자가  일 오후  시 기준 약  만명에 육박했다  방역당국과 서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국에서  ,0
91, 연  억 매출  초밥집 갑부 대부분 다 망했는데   서민갑부 ,0, 서민갑부   코로나 에도 연 매출  억 원을 이룬 갑부를 소개한다   일 방송되는 채널    서민갑부 에서  그러나  코로나  앞에서 만큼은 승진 씨도 매출 감소를 피하기 어려웠다고  이에 승진 씨는 위기의 상황을  ,0
92,오후  시 기준  코로나  신규 확진  만 명,0,달하는  코로나  신규 확진자가 나왔다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국  개 시도에서  코로나  확진 판정을 받은 사람은  만 명으로 집계됐다  전날 동시간대  ,0
93, 속보   일 오후  시 기준 전국  코로나  확진자  만  명  만  명 감소 ,0, 코로나     코로나  방역  국제뉴스   일에도 전국에서 코로나  확진자가 나왔다  서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지 전국에서 집계된 신규 확진자는  만  ,0
